outer_test_participant,family,candidate_id,candidate_order,inner_fold,inner_train_participants,inner_validation_participants,validation_participant,participant_balanced_accuracy,effective_params,all_missing_features_in_inner_training,model_seed
S10,logistic,"logistic:C=0.1,class_weight=None",0,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S9,0.7222222222222222,"{""C"": 0.1, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=None",0,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S16,0.8447368421052632,"{""C"": 0.1, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=None",0,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S2,0.8,"{""C"": 0.1, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=None",0,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S3,0.85,"{""C"": 0.1, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=None",0,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S6,1.0,"{""C"": 0.1, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S14,0.6973684210526316,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S17,0.6985645933014355,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S4,0.6578947368421053,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S5,0.8888888888888888,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S7,0.5526315789473684,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S8,0.9545454545454546,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S11,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S13,0.9473684210526316,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S15,0.7248803827751196,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S9,0.7777777777777778,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S16,0.763157894736842,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S2,0.85,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S3,0.95,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S6,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S14,0.6973684210526316,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S17,0.7511961722488039,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S4,0.7894736842105263,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S5,0.8888888888888888,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S7,0.5526315789473684,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S8,0.9090909090909092,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S11,1.0,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S13,0.9736842105263157,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S15,0.7320574162679425,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S9,0.6666666666666666,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S16,0.8947368421052632,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S2,0.95,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S3,0.8222222222222222,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=None",2,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S6,0.9,"{""C"": 1.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S14,0.6973684210526316,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S17,0.6985645933014355,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S4,0.6842105263157895,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S5,0.8625730994152047,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S7,0.5526315789473684,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S8,0.9545454545454546,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S11,1.0,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S13,0.9736842105263157,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S15,0.7511961722488039,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S9,0.7222222222222222,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S16,0.8421052631578947,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S2,0.95,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S3,0.8722222222222222,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S6,0.95,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S14,0.6973684210526316,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S17,0.7511961722488039,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S4,0.868421052631579,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S5,0.8070175438596491,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S7,0.5526315789473684,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S8,0.9090909090909092,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S11,1.0,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S13,0.9736842105263157,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S15,0.7320574162679425,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S9,0.6666666666666666,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S16,0.8947368421052632,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S2,0.95,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S3,0.7222222222222222,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=None",4,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S6,0.8,"{""C"": 10.0, ""class_weight"": null}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S14,0.6973684210526316,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S17,0.7248803827751196,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S4,0.7894736842105263,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S5,0.8070175438596491,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S7,0.5526315789473684,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S8,0.9090909090909092,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S11,1.0,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S13,0.9736842105263157,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S15,0.7057416267942584,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S9,0.6666666666666666,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S16,0.868421052631579,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S2,0.95,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S3,0.6388888888888888,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,logistic,"logistic:C=10.0,class_weight=balanced",5,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S6,0.85,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1663070888
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S14,0.5,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S17,0.784688995215311,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S4,1.0,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S5,0.8888888888888888,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S7,0.763157894736842,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S8,0.9545454545454546,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S11,0.9473684210526316,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S13,0.763157894736842,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S15,0.7727272727272727,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S9,0.6111111111111112,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S16,0.85,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S2,0.85,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S3,0.7333333333333334,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S6,0.9236842105263158,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S14,0.5,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S17,0.65311004784689,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S4,1.0,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S5,0.9181286549707601,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S7,0.6578947368421053,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S8,0.9545454545454546,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S11,0.7894736842105263,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S13,0.7105263157894737,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S15,0.9545454545454546,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S9,0.7777777777777778,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S16,1.0,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S2,0.9,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S3,0.6666666666666666,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,3,"S11,S13,S14,S15,S17,S4,S5,S7,S8,S9","S16,S2,S3,S6",S6,0.9210526315789473,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S14,0.5,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S17,0.784688995215311,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,0,"S11,S13,S15,S16,S2,S3,S5,S6,S7,S8,S9","S14,S17,S4",S4,1.0,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S5,0.8888888888888888,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S7,0.763157894736842,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,1,"S11,S13,S14,S15,S16,S17,S2,S3,S4,S6,S9","S5,S7,S8",S8,0.9545454545454546,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S11,0.9736842105263157,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],3176160570
S10,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,2,"S14,S16,S17,S2,S3,S4,S5,S6,S7,S8","S11,S13,S15,S9",S13,0.8421052631578947,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],3176160570
