outer_test_participant,family,candidate_id,candidate_order,inner_fold,inner_train_participants,inner_validation_participants,validation_participant,participant_balanced_accuracy,effective_params,all_missing_features_in_inner_training,model_seed
S2,logistic,"logistic:C=0.1,class_weight=None",0,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,0.9473684210526316,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S15,0.8038277511961722,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S3,0.9166666666666667,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S5,0.9181286549707601,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S11,1.0,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S4,1.0,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S6,0.95,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S10,0.8181818181818181,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S14,0.75,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S17,0.9090909090909092,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S9,0.6666666666666666,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S16,0.9473684210526316,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S7,0.5789473684210527,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=None",0,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S8,1.0,"{""C"": 0.1, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,0.9473684210526316,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S15,0.6985645933014355,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S3,0.8888888888888888,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S5,0.9181286549707601,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S11,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S4,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S6,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S10,0.8181818181818181,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S14,0.75,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S17,0.9090909090909092,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S9,0.6666666666666666,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S16,0.868421052631579,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S7,0.5526315789473684,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=0.1,class_weight=balanced",1,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S8,1.0,"{""C"": 0.1, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,0.9473684210526316,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S15,0.777511961722488,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S3,0.9166666666666667,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S5,0.9473684210526316,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S11,1.0,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S4,1.0,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S6,0.9,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S10,0.7272727272727273,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S14,0.7236842105263157,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S17,0.9090909090909092,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S9,0.6666666666666666,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S16,0.9210526315789473,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S7,0.5526315789473684,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=None",2,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S8,0.9545454545454546,"{""C"": 1.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,0.9473684210526316,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S15,0.7248803827751196,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S3,0.8611111111111112,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S5,0.9473684210526316,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S11,1.0,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S4,1.0,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S6,0.95,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S10,0.7727272727272727,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S14,0.7236842105263157,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S17,0.9090909090909092,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S9,0.6666666666666666,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S16,0.868421052631579,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S7,0.5526315789473684,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=1.0,class_weight=balanced",3,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S8,0.9545454545454546,"{""C"": 1.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,0.9473684210526316,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S15,0.65311004784689,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S3,0.8666666666666667,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S5,0.9473684210526316,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S11,1.0,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S4,1.0,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S6,0.95,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S10,0.6818181818181819,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S14,0.6236842105263157,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S17,0.9090909090909092,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S9,0.6111111111111112,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S16,0.9210526315789473,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S7,0.5526315789473684,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=None",4,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S8,0.9545454545454546,"{""C"": 10.0, ""class_weight"": null}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,0.9473684210526316,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S15,0.65311004784689,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S3,0.8666666666666667,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S5,0.9473684210526316,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S11,1.0,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S4,1.0,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S6,0.95,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S10,0.6818181818181819,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S14,0.6236842105263157,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S17,0.9090909090909092,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S9,0.6111111111111112,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S16,0.8947368421052632,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S7,0.5526315789473684,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,logistic,"logistic:C=10.0,class_weight=balanced",5,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S8,0.9282296650717703,"{""C"": 10.0, ""class_weight"": ""balanced""}",[],1718432981
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,0.9736842105263157,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S15,0.9545454545454546,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S3,0.7222222222222222,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S5,0.7222222222222222,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S11,1.0,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S4,1.0,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S6,0.95,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S10,0.7727272727272727,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S14,0.5,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S17,0.8181818181818181,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S9,0.5555555555555556,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S16,1.0,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S7,0.7894736842105263,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=None",0,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S8,0.8636363636363636,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,0.9736842105263157,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S15,1.0,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S3,0.6944444444444444,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S5,0.8333333333333333,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S11,0.9736842105263157,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S4,1.0,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,1,"S10,S13,S14,S15,S16,S17,S3,S5,S7,S8,S9","S11,S4,S6",S6,0.868421052631579,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S10,1.0,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S14,0.5,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S17,0.7320574162679425,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,2,"S11,S13,S15,S16,S3,S4,S5,S6,S7,S8","S10,S14,S17,S9",S9,0.8888888888888888,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S16,1.0,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S7,0.6052631578947368,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=5,class_weight=balanced",1,3,"S10,S11,S13,S14,S15,S17,S3,S4,S5,S6,S9","S16,S7,S8",S8,0.9090909090909092,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 5}",[],17722509
S2,random_forest,"random_forest:max_depth=3,min_samples_leaf=2,class_weight=None",2,0,"S10,S11,S14,S16,S17,S4,S6,S7,S8,S9","S13,S15,S3,S5",S13,1.0,"{""class_weight"": null, ""max_depth"": 3, ""min_samples_leaf"": 2}",[],17722509
